run_id,phase,timestamp,model_alias,model_id,prompt_id,prompt,prompt_category,seed,image_index,width,height,scheduler,inference_steps,guidance_scale,device,precision,runtime_seconds,peak_gpu_memory_mb,process_memory_mb,image_path,clip_score,sharpness_score,success,error,metadata_path,extra
baseline_20260315T090905Z,baseline,2026-03-15T09:09:08.662461Z,tiny_sd,hf-internal-testing/tiny-stable-diffusion-pipe,smoke_robot_tea,"A tiny robot serving tea in a sunlit kitchen, whimsical illustration.",artistic style,7,0,256,256,DDIMScheduler,2,0.0,cpu,float32,0.6975612109963549,,935.55859375,results/smoke/baseline/images/tiny_sd/smoke_robot_tea_7_0.png,0.1324811726808548,,True,,results/smoke/baseline/metadata/tiny_sd/smoke_robot_tea_7_0.json,"{'scheduler': 'DDIMScheduler', 'requested_model_alias': 'tiny_sd', 'requested_model_id': 'hf-internal-testing/tiny-stable-diffusion-pipe', 'load_error': None}"
baseline_20260315T090905Z,baseline,2026-03-15T09:09:15.094339Z,tiny_sd,hf-internal-testing/tiny-stable-diffusion-pipe,smoke_city_bike,"A cyclist crossing a rainy city street at dusk, cinematic lighting.",scene composition,7,0,256,256,DDIMScheduler,2,0.0,cpu,float32,0.552254370006267,,1545.59765625,results/smoke/baseline/images/tiny_sd/smoke_city_bike_7_0.png,0.13950853049755096,,True,,results/smoke/baseline/metadata/tiny_sd/smoke_city_bike_7_0.json,"{'scheduler': 'DDIMScheduler', 'requested_model_alias': 'tiny_sd', 'requested_model_id': 'hf-internal-testing/tiny-stable-diffusion-pipe', 'load_error': None}"
